source_file,raw_preview,section_path,processed_text,Topic,Topic_Name
102_Castrol India Ltd._2022_2023.json,"Udayan Sen is a finance professional with 30+ years of industry experience, of which he has spent th...",paragraph_14,finance professional industry experience spend join work join work continent regional role span role base take role base open inclusive leadership style passion people relationship recognize lead business finance agenda work stakeholder function geography hold degree member ardent fan cricket miss opportunity play invite come way portfolio role lead large team marketing customer management professional world head current role experience join responsible fuel market offer development launch brand serve responsible brand present customer consumer begin career work public relation marketing retail role world,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"Extending SMART Solutions across business segments In addition to the 1,000+ sales force focused on ...",paragraph_17,extend business segment addition sale force focus retail channel castrol application extend team customer application sale force automation tool enable team drive business lead conversation customer mechanic improve sale productivity mechanic engagement customer satisfaction automating process efficient channel management continue bring increase process efficiency compliance automate rebate process automate rebate claim implement workflow provide end toend tracking distributor agreement association,8,8_consumer_distributor_channel_brand
102_Castrol India Ltd._2022_2023.json,Building tech-enabled mechanic engagement programs The Castrol FASTSCAN application served as a powe...,paragraph_18,build tech enable mechanic engagement program application serve powerful engagement tool support mechanic platform mechanic enrol enable redeem point option gift voucher product raise bar customer convenience castrol application enable indirect customer place order time location feature secure password entry new product trade scheme update purchase history order status attract customer,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"Driving manufacturing excellence Program Lakshya, which focuses extensively on the key pillars of Ef...",paragraph_19,drive manufacture excellence focus key pillar launch manufacture plant allow organization invest new tool system process build capability stand agile value conscious cost efficient supplier digitalizing logistic operation implementation base solution give sale team business partner integrated view transport operation provide complete visibility product lifecycle begin source raw material dispatch final product allow offer customer enhanced commerce experience par lead portal drive strong preference product solution dispatch up place transport vendor new platform ensure smooth transition new digital lead process,-1,Outlier
102_Castrol India Ltd._2022_2023.json,Implementing data-driven maintenance management All three manufacturing plants implemented the Plant...,paragraph_20,implement data drive maintenance management manufacture plant implement enhance asset integrity management monitor health asset digitize maintenance activity tool empower engineering team data base decision predictive maintenance reduce manual control require manage manufacturing asset execute safe sustainable infrastructure upgrade enhanced durability leak assurance plant undertake complex project replace meter roofing clad advanced project take manhour complete progress incident free world class safety barrier edge protection lifeline safety net monitoring help achieve incident free operation use reflectivity tube turbo ventilator natural lighting ventilation reflect underlie commitment safety sustainability,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"Castrol Activ warna #Compromise Mehenga Padega Castrol Activ, India's leading bike engine oil, launc...",paragraph_21,warna lead bike engine oil launch new marketing campaign film demonstrate superior fold protection shield bike engine breakdown mix digital platform retail activation presence high impact property reinforce unmatched protection performance bike recycle bottle introduce new sustainable packaging power premium bike engine oil bottle reprocess plastic waste decrease plastic waste reduce carbon emission support circular economy new packaging global sustainability aim reduce plastic footprint half net superior protection car lead car engine oil launch late campaign illustrate brand superior protection reduce engine wear campaign commercial focus family audience millennial showcase new ready range engine oil,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,Castrol POWER 1 ULTIMATE in a 3-in-1 Strike gold with Castrol CRB TURBOMAX formula campaign Castrol ...,paragraph_22,in-1 gold premium multigrade premium engine engine oil formulate heavy duty diesel engine oil brand bike develop new in-1 formula launch campaign aim deliver key benefit bike rider second consecutive truck driver stand excellent acceleration excellent protection chance win gold coin scan code smooth riding launch campaign brand select liter liter liter ambassador actor include promotional pack initiative reach demonstration film local language point of- consumer influencer promote sale activation ground consumer mechanic campaign ground activity digital platform activation lucrative offer dealer,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,An integral element of Castrol's future-ready growth strategy is to expand its presence in aftersale...,paragraph_23,integral element future ready growth strategy expand presence aftersale service maintenance repair organic inorganic route widen offering internal combustion engine electric vehicle strong product brand reliable service brand meet afterservice need wheeler wheeler customer grow network offer high quality specialized service offering wheeler car continue steady expansion reach milestone workshop city partner develop expand start serve wheeler electric car help set charge infrastructure network scale service service offer complimentary health check wheeler owner pay oil change service minute scale outlet outlet operate mobility station urban city support independent workshop provide strong brand endorsement access advanced lubricant technology world class product empower mechanic provide superior technical sale expertise enhance skill knowledge provide business support incentive program get bike service consumer confidence get good service bike scale,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,"Strategic collaboration with ki Mobility Solutions On 25 November 2022, Castrol India entered into s...",paragraph_24,strategic collaboration enter service maintenance offer strategic collaboration platform reach include customer lead indian player independent garage online offline automobile aftermarket business leverage digital platform offer quality standardize strength expand automotive cost effective service part aftermarket ecosystem customer own outlet franchise integrate multi brand service platform network home service roadside assistance wheeler establish brand alliance acquire stake footprint combine digital plan investment strength bring structure fragmented investment aim expand automotive service sector accelerate business presence service maintenance internal growth addition explore combustion engine electric vehicle business technology collaboration leverage digital operational capability enable readiness transition electric mobility vehicle owner benefit strategic alliance indian consumer reap dual benefit trust easy access differentiated enable brand reliable service left right seal strategic collaboration,-1,Outlier
102_Castrol India Ltd._2022_2023.json,EV-READY Mechanics play an integral role in the automotive The first leg of the EV-readiness trainin...,paragraph_25,play integral role automotive leg readiness training program aftermarket key knowledge gap hold mechanic lack sufficient training cover car bike mechanic late automotive technology second leg training hold support mechanic community cover car bike relevant business social initiative mechanic continue support mechanic upskilling readiness training help mechanic contribute transition greener learn basic acquire diagnostic skill sustainable mobility service maintenance receive certification introduce unique readiness training program mechanic endorse readiness training program aim support car bike mechanic late automotive technology product ev enable acquire diagnostic skill service ev,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,Paharpur plant wins health & safety award Castrol's Paharpur plant in West Bengal won the Platinum a...,paragraph_26,plant win plant win award category award confer project win external recognition organize forum win award initiative focus upskille mechanic support holistic development truck driver program continue positive impact community operate power campaign win recognize rephrase.ai activation edition hold initiative help reach mechanic personalized video brand ambassador actor make campaign category deploy personalized content large scale,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,"MAGNATEC wins 'Product of the Year 2022' Based on consumer voting, Castrol MAGNATEC won the 'Product...",paragraph_27,win product base consumer voting win product category award recognize brand innovative technology enable oil molecule cle component lock offer superior protection reduce engine wear win laurel fourth edition conduct physical digital medium comply requirement register record participation mechanic large mechanic skilling program win accolade traditional digital brand forum bag honor exchange medium,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,"Pursuant to Schedule V to the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 20...",paragraph_28,pursuant schedule sebi list regulation cover business performance outlook limit set competitive position provide,2,2_internal control_audit_opinion_reporting
102_Castrol India Ltd._2022_2023.json,India is the third largest finished lubricant market globally Demand drivers accounting for approxim...,paragraph_29,large finished lubricant market demand driver account global demand automotive sector contribute flat volumetric global lubricant industry gdp manufacture gdp see market immense potential lubricant demand automotive lubricant stem growth lubricant market operate broad grow demand vehicle turn fuel segment rapid infrastructure development rise income level segment include player widen middle class aspiration international oil major local easy access finance automotive lubrication span category technological advancement automotive hardware engine oil transmission fluid coolant brake fluid design lead demand efficient grease industrial lubrication include fluid premium lubricant demand industrial lubricant general application gear compressor arise industry refrigeration purpose addition metal working general process oil operate engineering manufacture link segment hold lead position retail increase economic activity automotive segment notable presence specialized industrial fluid supply driver lubricant manufacture blend base oil automotive lubricant segment additive blending involve advanced keen support transition electric vehicle ev formulation specific purpose lubricant work industry partner bring serf line specification generation technology diversify industry norm traditional lubricant business sale electric vehicle net base oil deficit market lead large account total new scale import base oil additive expose car sale source consider penetration lubricant business fluctuation foreign exchange car low poise grow rate supply chain disruption foresee continue demand internal combustion engine ice vehicle major industry development market growth source internal overall lubricant market economic activity remain resilient volatile operating environment transition happen underpin political uncertainty wheeler wheeler space compare inflationary headwind mobility retail wheeler explore technology recreation workplace pick commercial collaboration wheeler wheeler oem mobility gather momentum expansion exist collaboration lead wheeler oem source source,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,"Castrol India Limited Annual Report 2022 - Reports manufacturing and services sectors, consumer sent...",paragraph_30,manufacturing service sector consumer sentiment adverse elevated crude oil remain pre covid level guard energy price political event future expectation rural economic slowdown western country touch time low usd vehicle sale grow compare depreciate compare return level account pose additional headwind input price subdue momentum wheeler sale root procurement category constant price hike increase cost finance graph indicate trend crude oil price run cost electric wheeler sale continue rise drive availability affordable model scooter category car category new launch improve supply constraint pent demand drive new vehicle sale car industry see adoption norm stringent emission standard lead increase fuel efficiency new vehicle deferred replacement demand commercial vehicle pick lead buoyancy new vehicle sale overall lubricant offtake grow reach pre covid level personal mobility growth surpass pre covid level commercial mobility subdue account sluggishness following graph indicate trend base oil agricultural lubricant brent crude price movement impact foreign exchange crude oil raw material price different past volatility rule commodity market start base oil price normal level crisis price start compete fuel price late prioritize fuel base oil production lead supply shortage scarcity market half maintenance shutdown refinery aggravate supply shortage price base oil touch multi high headwind account vessel equipment availability pose additional challenge import uncertain challenging business environment continue generate value healthy margin refiner prioritize fuel production investor strategic sourcing leverage base oil price low long term contract value improvement initiative western region slowdown control extensive focus service quality continuous spread covid case strategic monitoring cost work good value supply position business partner help ensure purchase model value base inventory management preferential access competitive price keep close watch cash cost work capital,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,Opportunities Personal mobility: With new segments such as SUVs Digital initiatives: Building on its...,paragraph_31,opportunity personal mobility new segment initiative build digitalization strategy continue grow surge sale alternate fueled continue focus digital initiative car proportion premium vehicle overall sale increase small town drive sale usage academy include training program offer passenger vehicle tap premium experience customer consumer product innovation brand building campaign improve shipment planning visibility implement improve commercial mobility emerge alternate fuel customer experience internal efficiency bus segment mlcv serve solution implement plant maintenance mile connectivity technological improvement management drive value improved asset lead growth advanced specification engine availability resource utilization oil focus address introduction compatible compliant variant flagship mini truck offering sustained brand building effort close training course offer regional language train independent mechanic agricultural sector grow farm mechanization improve engine technology strengthen portfolio introduce new upgrade variant sustain brand building consumer customer activation alliance build endure association lead heavy duty equipment manufacturer passenger vehicle oem continue alliance car oem supply electric vehicle fluid threat inflationary pressure commodity inflation expect moderate consumer inflation remain elevated level impact consumption potential dimension concern competition competition indian lubricant advanced formulation provide market intense likely remain give extend protection breakdown commercial grow opportunity hand trend farming vehicle oem introduce lubricant brand hand strengthen new channel enable service ecosystem position fragmented competition inflationary gain prominence expansion operating environment service network forge strategic partnership strengthen position segment,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,Electrification: India's mobility landscape is evolving with PRODUCT-WISE PERFORMANCE a growing elec...,paragraph_32,electrification mobility landscape evolve wise performance grow electric vehicle market lead personal automotive lubricant mobility mile commercial transit connectivity market grow long term demand personal mobility launch new multimedia internal combustion engine ice stay campaign leverage mainline digital platform require transmission fluid grease coolant bring alive thought position cater segment campaign objective drive preference explore new business opportunity strengthen brand premium segment exist business launch recycled bottle range aim reduce plastic footprint passenger car oil award product product innovation category base consumer voting launch new campaign highlight reduce sound vibration vehicle continue association portal drive brand consideration content integration drive brand salience castrol new range fluid cater commercial vehicle oil build large scale awareness aftermarket available campaign launch second involve degree deployment initiative campaign lead strong ground ensure independent auto mechanic activity reach consumer influencer leave transition invest focus market training car bike mechanic unique readiness training endorse endeavor strengthen play space expand network car bike mechanic train workshop tier training expand certify car workshop presence city city launch kind readiness car workshop offer promise training program independent bike car mechanic trust product reliable service car owner training certify,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,"In November 2022, Castrol India Limited entered a strategic With electric vehicle (EV) adoption gain...",paragraph_33,enter strategic electric vehicle adoption gain momentum collaboration collaborate lead indian player independent automobile explore mobility solution electric car aftermarket business leverage strength partnership expand country automotive aftermarket explore set wheeler charge infrastructure ecosystem integrate multi- expand exist network cater brand service platform wheeler acquire stake investment strategic investment expand presence service maintenance internal combustion engine electric vehicle leverage digital strategic partnership aim strengthen charging operational capability alliance offer infrastructure accelerate adoption potential collaborate partner benefit stakeholder value chain select market vehicle owner benefit strategic alliance lubricant easy access differentiated enable service maintenance offer platform shipping market upward trajectory reach include customer strong garage online offline digital platform containership bulker market firm demand offer quality standardized cost effective severe congestion provide notable support service part customer own outlet franchise network home service market show positive outlook roadside assistance drive security supply worry high oil price good offshore rig commission market show high level utilization good service wheeler strong offshore activity demand station offer quick bike health check offshore supply vessel improve engine oil change consumer expand indirect channel partner grow business domestic marine sector include offshore supply vessel fishing dredging supply specialist water base control fluid critical oil operation industrial lubricant work customer aid learn training seminar enter new segment launch bespoke performance lubricant industry sector textile help strengthen position sector plant receive certification enhance opportunity work textile machinery manufacturer castrol offer wheeler consumer convenient swift reliable oil change service available mobility station,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,The outlook for 2023 has been examined closely by the Company through the broad dimensions of demand...,paragraph_34,outlook examine broad dimension demand driver distribution channel personal mobility wheeler passenger car lubricant category witness growth expect continue continue drive growth segment broaden participation root strengthen portfolio segment enhance availability product continue focus lead industrial exhibition brand building initiative exhibition increase visibility business help strengthen relationship exist commercial vehicle sluggishness offtake customer acquire new business commercial vehicle oil slow lubricant overall demand expect pick aid growth infrastructure highway sector grow thrust mechanization farm sector focus defect mindset replacement demand new vehicle guide deliver sustainable customer focus quality vehicle scrappage policy drive customer satisfaction competitive advantage quality strategy embed organization drive key pillar industrial output grow low base effect inflationary headwind play role second half business confidence index initiate communication continue hold positive outlook moderation engagement program organization drive inflation demand industrial lubricant expect accountability involvement build proactive grow optimistic prospect long term positive output launch lubricant implement risk reduction measure good practice trade show sign bounce deep share manufacturing site induce slump drive customer complaint management process economist caution recovery disrupt improve responsiveness customer satisfaction ongoing effect pandemic trade volume growth improvement drive expect rebound remain robust approval performance monitoring process pre pandemic level pursuit expand implementation digital tool app simplify process standardize product distribute datum management system utilize generate distributor service customer monitor drive quality sub distributor reach additional outlet performance management process real time basis semi urban rural market leverage distribution channel reach wide network complete recertification audits independent workshop serve standard customer case plant proud recipient distributor alliance recertification recognition plant access new channel focus quality excellence business expand footprint fuel forecourt major quality incident disruption operation focus priority channel pandemic geo political challenge include commerce contribute strong topline growth business,4,4_mechanic_vehicle_oil_lubricant
102_Castrol India Ltd._2022_2023.json,Castrol India Limited Annual Report 2022 - Reports invested in a digitally-enabled integrated servic...,paragraph_35,invest enable integrate service model implement well market coverage improve customer adequacy experience indirect customer maintain adequate effective commensurate size continue drive simplification complexity believe system provide system process bring speed thing reasonable assurance transaction efficiency end operation leverage execute management authorization digitalization create superior premium experience ensure record material respect customer interaction touchpoint permit preparation conformity established accounting principle asset safeguard concern significant misuse loss independent maintain active oversight function important element risk effectiveness risk mitigation strategy supplement plan place extensive internal audit program periodic review management general slowdown economy disruption cause pandemic continue volatility discussion performance input cost foreign exchange remain risk respect appropriate mitigation plan protect performance margin continue grow transform note follow calendar business focus long term reporting strategic driver brand building continue appropriate strategic pricing intervention register crore cost efficiency management program mark overall revenue growth compare undertaken keeping mind input cost competitive crore position product brand strategy increase,-1,Outlier
102_Castrol India Ltd._2022_2023.json,price interventions. including the impact of greater remote working required by promoting the right ...,paragraph_36,price intervention include impact great remote working require promote right behavior tool operating expense increase crore process protect information system asset compare previous account investment people current emerge cyber security people safety brand business growth opportunity threat increase previous monitor review current emerge risk crore generate healthy cash flow operation crore growth market opportunity accordance sebi list obligation employability commensurate role high regulation strong capability offer nurture require detail significant change change develop talent make employee relevant compare previous market increase risk attrition key ratio key ratio critical focus area road safety area particular focus give frontline team transporter drive turnover country business product quality turnover integrity continue focus area vision current ratio quality time time operate profit margin key enabler help provide premium customer net profit margin experience robust risk mitigation plan ebitda minimize identify risk continuous monitoring net worth mitigate action require return net worth measure profitability express percentage calculate divide profit average capital employ,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"Interest coverage ratio and debt equity ratio are not performance cycle. In 2022, internal candidate...",paragraph_40,interest coverage ratio debt ratio performance cycle internal candidate continue applicable borrowing hire vacancy finance cost position fill relate finance lease corporate office commence practice continue ensure recruitment diverse candidate compromise meritocracy woman hold managerial position turnover ratio indicate effectiveness overall representation woman employee collect receivables customer compute stand onboarde divide revenue operation average able employee permanent workforce trade receivables ongoing effort enhance partner turnover ratio indicate number time talent firm specialize scout able talent sell replace inventory period help place role calculate divide cost good sell deliver good ability average inventory help employee upskill week current ratio liquidity ratio measure dedicated capability building banner ability pay obligation split session month calculate divide current asset hold hold current liability mix global curate learn event face face operate profit margin profitability performance interaction focus team building activity ratio calculate percentage profit future skill new cultural framework produce operation calculate divide earning interest taxis ebit revenue operation net profit margin equal net income profit generate percentage revenue calculate divide profit revenue operation,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"People are the Company's key assets and in 2022, the focus continued to be safeguarding the health a...",paragraph_41,people key asset focus continue safeguard health employee ensure employee engagement employee spend hour technical behavioral safety leadership training program comprise extensive line international expert series engagement continue engagement purposeful offer employee learn development session raise help team accelerate form awareness future skill perform focus create strengthen connect team arrive common purpose lead reinvent future new cultural framework define organization expect people work main belief live purpose play help accelerate employee career growth win care new framework launch development launch drive engagement agenda create well manager subordinate relation include share embe encourage regular check in feedback organization,1,1_worker_training_employee worker_calendar
102_Castrol India Ltd._2022_2023.json,"Health, Safety, Security and Environment (HSSE) In 2022, the Company accorded highest priority to th...",paragraph_42,accord high priority health safety workforce comply applicable law regulation central vision consider commitment stringent adherence policy applicable member work cultural framework build good quality line leadership review guide expect people work decision monthly basis work define framework important internal standard form focus manufacture guidance launch plant efficiency capability procedure compliance support integrate key pillar work safe manner control key risk journey continuous learning offer review compliance get positive response plant team demonstrate visible field inspection program review internal control reporting key control human resource manufacture plant certify legal compliance review internal audit team provide assertion management design operating effectiveness key control plant certify enjoy cordial relation plant,-1,Outlier
102_Castrol India Ltd._2022_2023.json,internal and external stakeholders. There was focused engagement with workmen and contractors at pla...,paragraph_43,internal external stakeholder focused engagement workman contractor plant manufacture plant continue demonstrate senior leadership employee townhall team strong performance meet customer plant performance review recognition demand ensure high standard health exemplary safety quality performance safety plant win focus mental health initiative physical prestigious focus holistic employee wellness employee include factory workman accomplish operation deliver day safe operation customer site,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"In 2022, we achieved a strong Health & Safety performance Further, we continued to ensure our compli...",paragraph_44,achieve strong performance continue ensure compliance register provide customer manufacturing site plan place ensure addition comprehensive compliance recycling equivalent quantity applicable plastic packaging get generate waste business primary objective post consumer use go single day implement moment start behalf program employee drive business purpose result improvement drive safety record,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"As a part of resource optimization, in 2022, Castrol India focused on reducing energy, water and was...",paragraph_45,resource optimization focus reduce energy water waste contribute minimize environmental footprint undertake program line global sustainability framework introduce new sustainable packaging premium engine oil brand power ultimate place brand available bottle reprocess plastic waste substitute plastic new packaging include plastic bottle non pcr plastic cap label pack paper,3,3_waste_water_plastic_emission
102_Castrol India Ltd._2022_2023.json,Dividend and Earnings Per Share* 2015 2016 2017 2018 2019 2021 2022 )erahs rep (R s. ).s R erahs rep...,paragraph_46,dividend erah rep tax dividend share earning share rore net worth nrute rore sale value sale value include operating revenue exclude excise duty consider adjustment issue bonus,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,"(Rs. in Crores) Revenue from Operations 4,774.49 4,192.06 2,996.92 3,876.82 3,904.55 3,851.56 3,875....",paragraph_47,crore revenue consume benefit exceptional item net reversal early profit comprehensive income expense total comprehensive income share excise duty net sale comparable previous consider adjustment issue bonus include equivalent share bonus share,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,"To the Members, The Board of Directors of your Company (""Board"") is pleased to present the Forty Fif...",paragraph_50,pleased present review compliance applicable provision include statutory time force list regulation cover result development hold approve respect,2,2_internal control_audit_opinion_reporting
102_Castrol India Ltd._2022_2023.json,The Company's financial performance for the financial year ended 31 December 2022 is summarized belo...,paragraph_51,performance summarize crore sale income profit tax depreciation amortization tax tax expense include deferred tax profit tax comprehensive income net tax total comprehensive income balance bring available appropriation incl tax balance carry,0,0_crore_tax_net_liability
102_Castrol India Ltd._2022_2023.json,Revenue from operations of your Company has increased by 14% mainly on account of strategic price in...,paragraph_52,revenue operation increase account strategic price intervention cost material high previous unprecedented rise input cost combine supply chain disruption crisis adverse operate expense increase crore compare previous account investment people safety brand business growth opportunity profit increase previous crore performance discuss detail associate joint venture material change commitment affect position occur end change nature business reserve propose transfer reserve,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"3. RETURNS TO INVESTORS (DIVIDEND) Members/claimants whose shares or unclaimed dividend, have been t...",paragraph_55,return member claimant unclaimed dividend transfer demat approve case claim adopt line apply refund approach sebi list obligation issue require document make application policy provide form available integral upload requisite fee website decide time time document investor dividend member claimant file consolidated distribution_policy.pdf claim recommend final dividend transfer final dividend share correspond final dividend interim special share subject approval member dividend correspond ensue statutory declare interim dividend timeline member request ensure share claim dividend refer interim dividend transfer said share transfer unclaimed dividend provide dividend payout review accordance policy detail respect pay sustainable dividend link long term dividend claim provide growth objective meet website internal cash accrual com home investor statement- of-unclaimed-dividend-and-shares.html transfer encourage verify record claim dividend early claim pursuant applicable provision read,-1,Outlier
102_Castrol India Ltd._2022_2023.json,"The impact of supply chain disruptions for import and Refund) Rules, 2016 (""IEPF Rules""), all unpaid...",paragraph_56,impact supply chain disruption import rule unpaid material continue visible part portfolio unclaimed dividend require transfer war worsen external environment western world establish impose sanction crude witness completion sudden increase price result high inflation dividend transfer unpaid unclaimed raw material shortage uncertainty account accord globe include price respect dividend pay claim forecast consecutive start transfer demat account volatile environment supply chain support timely pricing decision frequent send individual notice source team advertise newspaper seek action undertake strategic sourcing raw material claim dividend supply security cost avoidance consecutive supply chain team continue focus service transfer unpaid unclaimed customer ensure supply continuity uncertain dividend correspond supplier market scenario continue include interim dividend transform perform project digitize process initiative reduce carbon emission,-1,Outlier
